EVENT,BOUT,FIGHTER,KD,SIG.STR._L,SIG.STR._A,TOTAL STR._L,TOTAL STR._A,TD_L,TD_A,SUB.ATT,REV.,CTRL_sec,BOUT_N,FIGHTER_N,EVENT_N,RESULT,WEIGHTCLASS,METHOD,ROUND_END,TIME_END,TIME FORMAT,REFEREE,DETAILS,URL,GLOVE_WINDOW
UFC Fight Night: Lemos vs. Jandiroba,Luana Carolina vs. Lucie Pudilova,Lucie Pudilova,0,43,114,62,145,2,4,0,0,125,Luana Carolina vs. Lucie Pudilova,Lucie Pudilova,UFC Fight Night: Lemos vs. Jandiroba,L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/c3ef9edf73626521,2
UFC Fight Night: Lemos vs. Jandiroba,Mohammed Usman vs. Thomas Petersen,Mohammed Usman,0,63,185,63,185,0,1,0,0,0,Mohammed Usman vs. Thomas Petersen,Mohammed Usman,UFC Fight Night: Lemos vs. Jandiroba,L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Leben 27 - 30.Anthony Maness 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/836e9bc5c1f6acd3,2
UFC Fight Night: Lemos vs. Jandiroba,Mohammed Usman vs. Thomas Petersen,Thomas Petersen,0,76,138,98,164,2,5,0,0,61,Mohammed Usman vs. Thomas Petersen,Thomas Petersen,UFC Fight Night: Lemos vs. Jandiroba,W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Leben 27 - 30.Anthony Maness 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/836e9bc5c1f6acd3,2
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas vs. Tracy Cortez,Rose Namajunas,1,96,180,119,215,5,5,0,0,396,Rose Namajunas vs. Tracy Cortez,Rose Namajunas,UFC Fight Night: Namajunas vs. Cortez,W,Women's Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49.Chris Lee 46 - 49.Eric Colon 47 - 48.,http://ufcstats.com/fight-details/1394ce1832ddefe0,2
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas vs. Tracy Cortez,Tracy Cortez,0,58,198,85,233,2,5,0,0,58,Rose Namajunas vs. Tracy Cortez,Tracy Cortez,UFC Fight Night: Namajunas vs. Cortez,L,Women's Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49.Chris Lee 46 - 49.Eric Colon 47 - 48.,http://ufcstats.com/fight-details/1394ce1832ddefe0,2
UFC Fight Night: Namajunas vs. Cortez,Santiago Ponzinibbio vs. Muslim Salikhov,Muslim Salikhov,0,46,121,69,146,0,5,0,0,0,Santiago Ponzinibbio vs. Muslim Salikhov,Muslim Salikhov,UFC Fight Night: Namajunas vs. Cortez,W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 28 - 29.Eric Colon 29 - 28.Dean Abeyta 28 - 29.,http://ufcstats.com/fight-details/dff8e4ef87d69516,2
UFC Fight Night: Namajunas vs. Cortez,Santiago Ponzinibbio vs. Muslim Salikhov,Santiago Ponzinibbio,0,41,117,42,118,2,5,0,0,149,Santiago Ponzinibbio vs. Muslim Salikhov,Santiago Ponzinibbio,UFC Fight Night: Namajunas vs. Cortez,L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 28 - 29.Eric Colon 29 - 28.Dean Abeyta 28 - 29.,http://ufcstats.com/fight-details/dff8e4ef87d69516,2
UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Drew Dober,0,59,147,59,148,0,4,0,0,30,Drew Dober vs. Jean Silva,Drew Dober,UFC Fight Night: Namajunas vs. Cortez,L,Lightweight Bout,TKO - Doctor's Stoppage ,3,1:28,3 Rnd (5-5-5),Herb Dean,Cut to Dober's eye,http://ufcstats.com/fight-details/54de03e04f571735,2
UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Jean Silva,0,53,109,53,109,0,0,0,0,0,Drew Dober vs. Jean Silva,Jean Silva,UFC Fight Night: Namajunas vs. Cortez,W,Lightweight Bout,TKO - Doctor's Stoppage ,3,1:28,3 Rnd (5-5-5),Herb Dean,Cut to Dober's eye,http://ufcstats.com/fight-details/54de03e04f571735,2
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim vs. Ange Loosa,Ange Loosa,0,52,153,60,166,4,13,0,0,155,Gabriel Bonfim vs. Ange Loosa,Ange Loosa,UFC Fight Night: Namajunas vs. Cortez,L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30.Mark Sanchez 27 - 30.Dean Abeyta 28 - 29.,http://ufcstats.com/fight-details/dad759ec50508147,2
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim vs. Ange Loosa,Gabriel Bonfim,0,101,225,106,232,1,1,0,0,10,Gabriel Bonfim vs. Ange Loosa,Gabriel Bonfim,UFC Fight Night: Namajunas vs. Cortez,W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30.Mark Sanchez 27 - 30.Dean Abeyta 28 - 29.,http://ufcstats.com/fight-details/dad759ec50508147,2
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa vs. Christian Rodriguez,Christian Rodriguez,0,33,75,33,76,0,0,0,1,19,Julian Erosa vs. Christian Rodriguez,Christian Rodriguez,UFC Fight Night: Namajunas vs. Cortez,L,Featherweight Bout,Submission ,1,4:49,3 Rnd (5-5-5),Nick Berens,Guillotine Choke From Guard ,http://ufcstats.com/fight-details/a63bb85cc39389c7,2
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa vs. Christian Rodriguez,Julian Erosa,0,35,88,39,94,1,1,1,0,41,Julian Erosa vs. Christian Rodriguez,Julian Erosa,UFC Fight Night: Namajunas vs. Cortez,W,Featherweight Bout,Submission ,1,4:49,3 Rnd (5-5-5),Nick Berens,Guillotine Choke From Guard ,http://ufcstats.com/fight-details/a63bb85cc39389c7,2
UFC Fight Night: Namajunas vs. Cortez,Abdul Razak Alhassan vs. Cody Brundage,Abdul Razak Alhassan,0,23,30,24,35,0,0,0,0,27,Abdul Razak Alhassan vs. Cody Brundage,Abdul Razak Alhassan,UFC Fight Night: Namajunas vs. Cortez,NC,Middleweight Bout,Could Not Continue ,1,0:37,3 Rnd (5-5-5),Dan Miragliotta,Accidental Strikes to Back of Head by Alhassan,http://ufcstats.com/fight-details/46fa8e79fe8a9539,2
UFC Fight Night: Namajunas vs. Cortez,Abdul Razak Alhassan vs. Cody Brundage,Cody Brundage,0,1,2,1,2,0,1,0,0,3,Abdul Razak Alhassan vs. Cody Brundage,Cody Brundage,UFC Fight Night: Namajunas vs. Cortez,NC,Middleweight Bout,Could Not Continue ,1,0:37,3 Rnd (5-5-5),Dan Miragliotta,Accidental Strikes to Back of Head by Alhassan,http://ufcstats.com/fight-details/46fa8e79fe8a9539,2
UFC Fight Night: Namajunas vs. Cortez,Joshua Van vs. Charles Johnson,Charles Johnson,1,88,191,90,195,0,2,0,0,34,Joshua Van vs. Charles Johnson,Charles Johnson,UFC Fight Night: Namajunas vs. Cortez,W,Flyweight Bout,KO/TKO ,3,0:20,3 Rnd (5-5-5),Joe Coca,Punch to Head At Distance ,http://ufcstats.com/fight-details/80108a70c4afa6c2,2
UFC Fight Night: Namajunas vs. Cortez,Joshua Van vs. Charles Johnson,Joshua Van,0,67,133,72,140,1,1,0,0,15,Joshua Van vs. Charles Johnson,Joshua Van,UFC Fight Night: Namajunas vs. Cortez,L,Flyweight Bout,KO/TKO ,3,0:20,3 Rnd (5-5-5),Joe Coca,Punch to Head At Distance ,http://ufcstats.com/fight-details/80108a70c4afa6c2,2
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius vs. Fatima Kline,Fatima Kline,0,39,81,48,94,1,1,0,0,52,Jasmine Jasudavicius vs. Fatima Kline,Fatima Kline,UFC Fight Night: Namajunas vs. Cortez,L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Joel Ojeda,Sal D'amato 27 - 30.Eric Colon 27 - 30.Mark Van Tine 27 - 30.,http://ufcstats.com/fight-details/582afc25875911d1,2
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius vs. Fatima Kline,Jasmine Jasudavicius,0,40,89,93,165,4,6,1,0,468,Jasmine Jasudavicius vs. Fatima Kline,Jasmine Jasudavicius,UFC Fight Night: Namajunas vs. Cortez,W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Joel Ojeda,Sal D'amato 27 - 30.Eric Colon 27 - 30.Mark Van Tine 27 - 30.,http://ufcstats.com/fight-details/582afc25875911d1,2
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson vs. Da'Mon Blackshear,Da'Mon Blackshear,0,1,1,1,1,0,0,0,0,0,Montel Jackson vs. Da'Mon Blackshear,Da'Mon Blackshear,UFC Fight Night: Namajunas vs. Cortez,L,Bantamweight Bout,KO/TKO ,1,0:18,3 Rnd (5-5-5),Nick Berens,Punch to Head At Distance ,http://ufcstats.com/fight-details/5eebde8fb4d67259,2
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson vs. Da'Mon Blackshear,Montel Jackson,1,4,6,4,6,0,0,0,0,2,Montel Jackson vs. Da'Mon Blackshear,Montel Jackson,UFC Fight Night: Namajunas vs. Cortez,W,Bantamweight Bout,KO/TKO ,1,0:18,3 Rnd (5-5-5),Nick Berens,Punch to Head At Distance ,http://ufcstats.com/fight-details/5eebde8fb4d67259,2
UFC Fight Night: Namajunas vs. Cortez,Luana Santos vs. Mariya Agapova,Luana Santos,0,2,4,9,12,1,1,3,0,143,Luana Santos vs. Mariya Agapova,Luana Santos,UFC Fight Night: Namajunas vs. Cortez,W,Women's Flyweight Bout,Submission ,1,3:27,3 Rnd (5-5-5),Joe Coca,Rear Naked Choke ,http://ufcstats.com/fight-details/e06bfd0100eccbad,2
UFC Fight Night: Namajunas vs. Cortez,Luana Santos vs. Mariya Agapova,Mariya Agapova,0,3,14,20,31,0,0,0,0,0,Luana Santos vs. Mariya Agapova,Mariya Agapova,UFC Fight Night: Namajunas vs. Cortez,L,Women's Flyweight Bout,Submission ,1,3:27,3 Rnd (5-5-5),Joe Coca,Rear Naked Choke ,http://ufcstats.com/fight-details/e06bfd0100eccbad,2
UFC Fight Night: Namajunas vs. Cortez,Josh Fremd vs. Andre Petroski,Andre Petroski,0,12,18,30,51,3,4,1,0,770,Josh Fremd vs. Andre Petroski,Andre Petroski,UFC Fight Night: Namajunas vs. Cortez,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Nick Berens,Dean Abeyta 27 - 30.Eric Colon 27 - 30.Mark Sanchez 27 - 30.,http://ufcstats.com/fight-details/d8e8d41282fc90dc,2
UFC Fight Night: Namajunas vs. Cortez,Josh Fremd vs. Andre Petroski,Josh Fremd,0,16,24,60,74,0,0,0,0,13,Josh Fremd vs. Andre Petroski,Josh Fremd,UFC Fight Night: Namajunas vs. Cortez,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Nick Berens,Dean Abeyta 27 - 30.Eric Colon 27 - 30.Mark Sanchez 27 - 30.,http://ufcstats.com/fight-details/d8e8d41282fc90dc,2
UFC Fight Night: Namajunas vs. Cortez,Evan Elder vs. Darrius Flowers,Darrius Flowers,0,24,60,26,65,1,2,0,1,28,Evan Elder vs. Darrius Flowers,Darrius Flowers,UFC Fight Night: Namajunas vs. Cortez,L,Welterweight Bout,Submission ,2,1:46,3 Rnd (5-5-5),Joel Ojeda,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/25747d81ae5c6564,2
UFC Fight Night: Namajunas vs. Cortez,Evan Elder vs. Darrius Flowers,Evan Elder,0,45,86,61,104,0,1,1,1,121,Evan Elder vs. Darrius Flowers,Evan Elder,UFC Fight Night: Namajunas vs. Cortez,W,Welterweight Bout,Submission ,2,1:46,3 Rnd (5-5-5),Joel Ojeda,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/25747d81ae5c6564,2
UFC 303: Pereira vs. Prochazka 2,Alex Pereira vs. Jiri Prochazka,Alex Pereira,2,38,50,49,61,0,0,0,0,3,Alex Pereira vs. Jiri Prochazka,Alex Pereira,UFC 303: Pereira vs. Prochazka 2,W,UFC Light Heavyweight Title Bout,KO/TKO ,2,0:13,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/bca5d01f8775f852,2
UFC 303: Pereira vs. Prochazka 2,Alex Pereira vs. Jiri Prochazka,Jiri Prochazka,0,7,25,7,25,0,0,0,0,71,Alex Pereira vs. Jiri Prochazka,Jiri Prochazka,UFC 303: Pereira vs. Prochazka 2,L,UFC Light Heavyweight Title Bout,KO/TKO ,2,0:13,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/bca5d01f8775f852,2
UFC 303: Pereira vs. Prochazka 2,Dan Ige vs. Diego Lopes,Dan Ige,0,42,77,67,103,0,1,0,0,99,Dan Ige vs. Diego Lopes,Dan Ige,UFC 303: Pereira vs. Prochazka 2,L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),,Mike Bell 28 - 29.Eric Colon 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/fc8ad0c7fc70dde7,2
UFC 303: Pereira vs. Prochazka 2,Dan Ige vs. Diego Lopes,Diego Lopes,0,49,100,90,143,1,3,1,0,246,Dan Ige vs. Diego Lopes,Diego Lopes,UFC 303: Pereira vs. Prochazka 2,W,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),,Mike Bell 28 - 29.Eric Colon 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/fc8ad0c7fc70dde7,2
UFC 303: Pereira vs. Prochazka 2,Anthony Smith vs. Roman Dolidze,Anthony Smith,0,51,93,51,93,0,0,0,0,0,Anthony Smith vs. Roman Dolidze,Anthony Smith,UFC 303: Pereira vs. Prochazka 2,L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 27 - 30.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/bf878c083a6b30ad,2
UFC 303: Pereira vs. Prochazka 2,Anthony Smith vs. Roman Dolidze,Roman Dolidze,0,100,185,103,188,1,3,0,0,213,Anthony Smith vs. Roman Dolidze,Roman Dolidze,UFC 303: Pereira vs. Prochazka 2,W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 27 - 30.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/bf878c083a6b30ad,2
UFC 303: Pereira vs. Prochazka 2,Mayra Bueno Silva vs. Macy Chiasson,Macy Chiasson,0,50,85,64,99,1,1,0,0,108,Mayra Bueno Silva vs. Macy Chiasson,Macy Chiasson,UFC 303: Pereira vs. Prochazka 2,W,Women's Bantamweight Bout,TKO - Doctor's Stoppage ,2,1:58,3 Rnd (5-5-5),Chris Tognoni,Cut,http://ufcstats.com/fight-details/a571c622ab89b3d9,2
UFC 303: Pereira vs. Prochazka 2,Mayra Bueno Silva vs. Macy Chiasson,Mayra Bueno Silva,0,46,59,53,66,0,4,0,0,79,Mayra Bueno Silva vs. Macy Chiasson,Mayra Bueno Silva,UFC 303: Pereira vs. Prochazka 2,L,Women's Bantamweight Bout,TKO - Doctor's Stoppage ,2,1:58,3 Rnd (5-5-5),Chris Tognoni,Cut,http://ufcstats.com/fight-details/a571c622ab89b3d9,2
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry vs. Michael Page,Ian Machado Garry,0,19,39,65,101,2,5,2,0,449,Ian Machado Garry vs. Michael Page,Ian Machado Garry,UFC 303: Pereira vs. Prochazka 2,W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/fbf77262d8da342b,2
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry vs. Michael Page,Michael Page,0,21,38,52,74,0,0,0,0,112,Ian Machado Garry vs. Michael Page,Michael Page,UFC 303: Pereira vs. Prochazka 2,L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/fbf77262d8da342b,2
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer vs. Marc-Andre Barriault,Joe Pyfer,1,8,10,8,10,0,0,0,0,0,Joe Pyfer vs. Marc-Andre Barriault,Joe Pyfer,UFC 303: Pereira vs. Prochazka 2,W,Middleweight Bout,KO/TKO ,1,1:25,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/daa6b47be304ec86,2
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer vs. Marc-Andre Barriault,Marc-Andre Barriault,0,0,5,0,5,0,0,0,0,0,Joe Pyfer vs. Marc-Andre Barriault,Marc-Andre Barriault,UFC 303: Pereira vs. Prochazka 2,L,Middleweight Bout,KO/TKO ,1,1:25,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/daa6b47be304ec86,2
UFC 303: Pereira vs. Prochazka 2,Cub Swanson vs. Andre Fili,Andre Fili,0,67,147,70,151,2,11,0,0,230,Cub Swanson vs. Andre Fili,Andre Fili,UFC 303: Pereira vs. Prochazka 2,W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Adalaide Byrd 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/08489fdfb56ee19c,2
UFC 303: Pereira vs. Prochazka 2,Cub Swanson vs. Andre Fili,Cub Swanson,0,62,111,90,140,0,2,0,0,29,Cub Swanson vs. Andre Fili,Cub Swanson,UFC 303: Pereira vs. Prochazka 2,L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Adalaide Byrd 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/08489fdfb56ee19c,2
UFC 303: Pereira vs. Prochazka 2,Charles Jourdain vs. Jean Silva,Charles Jourdain,0,23,46,24,48,3,7,0,0,77,Charles Jourdain vs. Jean Silva,Charles Jourdain,UFC 303: Pereira vs. Prochazka 2,L,Featherweight Bout,KO/TKO ,2,1:22,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/2b7883b304b3df1c,2
UFC 303: Pereira vs. Prochazka 2,Charles Jourdain vs. Jean Silva,Jean Silva,2,34,55,35,56,0,0,0,0,9,Charles Jourdain vs. Jean Silva,Jean Silva,UFC 303: Pereira vs. Prochazka 2,W,Featherweight Bout,KO/TKO ,2,1:22,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/2b7883b304b3df1c,2
UFC 303: Pereira vs. Prochazka 2,Payton Talbott vs. Yanis Ghemmouri,Payton Talbott,1,13,13,13,13,0,0,0,0,1,Payton Talbott vs. Yanis Ghemmouri,Payton Talbott,UFC 303: Pereira vs. Prochazka 2,W,Bantamweight Bout,KO/TKO ,1,0:19,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/5f8a92f10e5451ce,2
UFC 303: Pereira vs. Prochazka 2,Payton Talbott vs. Yanis Ghemmouri,Yanis Ghemmouri,0,1,2,1,2,0,0,0,0,0,Payton Talbott vs. Yanis Ghemmouri,Yanis Ghemmouri,UFC 303: Pereira vs. Prochazka 2,L,Bantamweight Bout,KO/TKO ,1,0:19,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/5f8a92f10e5451ce,2
UFC 303: Pereira vs. Prochazka 2,Michelle Waterson-Gomez vs. Gillian Robertson,Gillian Robertson,0,77,105,122,156,2,6,2,0,754,Michelle Waterson-Gomez vs. Gillian Robertson,Gillian Robertson,UFC 303: Pereira vs. Prochazka 2,W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 30.Chris Lee 27 - 30.Ron McCarthy 26 - 30.,http://ufcstats.com/fight-details/2517029ff9c1a1a2,2
UFC 303: Pereira vs. Prochazka 2,Michelle Waterson-Gomez vs. Gillian Robertson,Michelle Waterson-Gomez,0,21,52,41,75,1,1,0,0,19,Michelle Waterson-Gomez vs. Gillian Robertson,Michelle Waterson-Gomez,UFC 303: Pereira vs. Prochazka 2,L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 30.Chris Lee 27 - 30.Ron McCarthy 26 - 30.,http://ufcstats.com/fight-details/2517029ff9c1a1a2,2
UFC 303: Pereira vs. Prochazka 2,Andrei Arlovski vs. Martin Buday,Andrei Arlovski,0,74,119,98,147,0,1,0,0,298,Andrei Arlovski vs. Martin Buday,Andrei Arlovski,UFC 303: Pereira vs. Prochazka 2,L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/3bbc222130d9dac7,2
UFC 303: Pereira vs. Prochazka 2,Andrei Arlovski vs. Martin Buday,Martin Buday,0,54,84,165,199,0,0,0,0,160,Andrei Arlovski vs. Martin Buday,Martin Buday,UFC 303: Pereira vs. Prochazka 2,W,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/3bbc222130d9dac7,2
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya vs. Carlos Hernandez,Carlos Hernandez,0,16,32,26,45,1,2,0,0,269,Rei Tsuruya vs. Carlos Hernandez,Carlos Hernandez,UFC 303: Pereira vs. Prochazka 2,L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/7856621db043423d,2
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya vs. Carlos Hernandez,Rei Tsuruya,0,17,32,62,83,3,8,0,0,379,Rei Tsuruya vs. Carlos Hernandez,Rei Tsuruya,UFC 303: Pereira vs. Prochazka 2,W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/7856621db043423d,2
UFC 303: Pereira vs. Prochazka 2,Ricky Simon vs. Vinicius Oliveira,Ricky Simon,0,42,96,44,98,2,11,0,0,31,Ricky Simon vs. Vinicius Oliveira,Ricky Simon,UFC 303: Pereira vs. Prochazka 2,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 27 - 30.Tony Weeks 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/bbe3d8a37a276511,2
UFC 303: Pereira vs. Prochazka 2,Ricky Simon vs. Vinicius Oliveira,Vinicius Oliveira,0,96,237,96,237,1,1,0,0,16,Ricky Simon vs. Vinicius Oliveira,Vinicius Oliveira,UFC 303: Pereira vs. Prochazka 2,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 27 - 30.Tony Weeks 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/bbe3d8a37a276511,2
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker vs. Ikram Aliskerov,Ikram Aliskerov,0,5,15,5,15,0,0,0,0,0,Robert Whittaker vs. Ikram Aliskerov,Ikram Aliskerov,UFC Fight Night: Whittaker vs. Aliskerov,L,Middleweight Bout,KO/TKO ,1,1:49,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/eba46dbf9cdd83c0,2
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker vs. Ikram Aliskerov,Robert Whittaker,1,14,21,14,21,0,0,0,0,3,Robert Whittaker vs. Ikram Aliskerov,Robert Whittaker,UFC Fight Night: Whittaker vs. Aliskerov,W,Middleweight Bout,KO/TKO ,1,1:49,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/eba46dbf9cdd83c0,2
UFC Fight Night: Whittaker vs. Aliskerov,Sergei Pavlovich vs. Alexander Volkov,Alexander Volkov,0,83,159,83,160,0,0,0,0,0,Sergei Pavlovich vs. Alexander Volkov,Alexander Volkov,UFC Fight Night: Whittaker vs. Aliskerov,W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 27 - 30.Clemens Werner 27 - 30.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/cd3bb8a2824fbf22,2
UFC Fight Night: Whittaker vs. Aliskerov,Sergei Pavlovich vs. Alexander Volkov,Sergei Pavlovich,0,46,134,46,134,0,1,0,0,15,Sergei Pavlovich vs. Alexander Volkov,Sergei Pavlovich,UFC Fight Night: Whittaker vs. Aliskerov,L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 27 - 30.Clemens Werner 27 - 30.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/cd3bb8a2824fbf22,2
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum vs. Daniel Rodriguez,Daniel Rodriguez,0,127,265,132,273,0,0,0,0,0,Kelvin Gastelum vs. Daniel Rodriguez,Daniel Rodriguez,UFC Fight Night: Whittaker vs. Aliskerov,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 28 - 29.Mark Collett 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/8ddd53a7ed3754d5,2
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum vs. Daniel Rodriguez,Kelvin Gastelum,0,112,238,123,250,4,4,0,0,167,Kelvin Gastelum vs. Daniel Rodriguez,Kelvin Gastelum,UFC Fight Night: Whittaker vs. Aliskerov,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 28 - 29.Mark Collett 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/8ddd53a7ed3754d5,2
